국가,광종,수입,항목,단위,2023 년,Unnamed: 6,위도,경도
오만,합계(MT),수입%,수입 실적,,178,,,
오만,합계(MT),수입금액,수입 실적,,24456,,,
오만,합계(MT),수입물량,수입 실적,,331196,,,
오만,안티모니광(MT),수입%,수입 실적,,100,,,
오만,안티모니광(MT),수입금액,수입 실적,,326,,,
오만,안티모니광(MT),수입물량,수입 실적,,41,,,
오만,크  롬  광(MT),수입%,수입 실적,,48,,,
오만,크  롬  광(MT),수입금액,수입 실적,,885,,,
오만,크  롬  광(MT),수입물량,수입 실적,,1824,,,
오만,석  회  석(MT),수입%,수입 실적,,0,,,
오만,석  회  석(MT),수입금액,수입 실적,,125,,,
오만,석  회  석(MT),수입물량,수입 실적,,442,,,
오만,규      사(MT),수입%,수입 실적,,0,,,
오만,규      사(MT),수입금액,수입 실적,,0,,,
오만,규      사(MT),수입물량,수입 실적,,0,,,
오만,석      고(MT),수입%,수입 실적,,28,,,
오만,석      고(MT),수입금액,수입 실적,,11549,,,
오만,석      고(MT),수입물량,수입 실적,,303550,,,
오스트리아,합계(MT),수입%,수입 실적,,33,,,
오스트리아,합계(MT),수입금액,수입 실적,,391,,,
오스트리아,합계(MT),수입물량,수입 실적,,244,,,
오스트리아,유  화  철(MT),수입%,수입 실적,,13,,,
오스트리아,유  화  철(MT),수입금액,수입 실적,,115,,,
오스트리아,유  화  철(MT),수입물량,수입 실적,,8,,,
오스트리아,토상  흑연(MT),수입%,수입 실적,,0,,,
오스트리아,토상  흑연(MT),수입금액,수입 실적,,11,,,
오스트리아,토상  흑연(MT),수입물량,수입 실적,,1,,,
오스트리아,활      석(MT),수입%,수입 실적,,0,,,
오스트리아,활      석(MT),수입금액,수입 실적,,134,,,
오스트리아,활      석(MT),수입물량,수입 실적,,152,,,
오스트리아,규      사(MT),수입%,수입 실적,,0,,,
오스트리아,규      사(MT),수입금액,수입 실적,,0,,,
오스트리아,규      사(MT),수입물량,수입 실적,,0,,,
오스트리아,규  조  토(MT),수입%,수입 실적,,0,,,
오스트리아,규  조  토(MT),수입금액,수입 실적,,0,,,
오스트리아,규  조  토(MT),수입물량,수입 실적,,0,,,
오스트리아,운      모(MT),수입%,수입 실적,,0,,,
오스트리아,운      모(MT),수입금액,수입 실적,,47,,,
오스트리아,운      모(MT),수입물량,수입 실적,,42,,,
오스트리아,불      석(MT),수입%,수입 실적,,15,,,
오스트리아,불      석(MT),수입금액,수입 실적,,71,,,
오스트리아,불      석(MT),수입물량,수입 실적,,30,,,
오스트리아,명  반  석(MT),수입%,수입 실적,,4,,,
오스트리아,명  반  석(MT),수입금액,수입 실적,,1,,,
오스트리아,명  반  석(MT),수입물량,수입 실적,,0,,,
오스트리아,기타비금속(MT),수입%,수입 실적,,0,,,
오스트리아,기타비금속(MT),수입금액,수입 실적,,10,,,
오스트리아,기타비금속(MT),수입물량,수입 실적,,10,,,
오스트리아,토      탄(MT),수입%,수입 실적,,0,,,
오스트리아,토      탄(MT),수입금액,수입 실적,,2,,,
오스트리아,토      탄(MT),수입물량,수입 실적,,0,,,
온두라스,합계(MT),수입%,수입 실적,,2,,,
온두라스,합계(MT),수입금액,수입 실적,,34878,,,
온두라스,합계(MT),수입물량,수입 실적,,23387,,,
온두라스,연      광(MT),수입%,수입 실적,,1,,,
온두라스,연      광(MT),수입금액,수입 실적,,18683,,,
온두라스,연      광(MT),수입물량,수입 실적,,8424,,,
온두라스,아  연  광(MT),수입%,수입 실적,,1,,,
온두라스,아  연  광(MT),수입금액,수입 실적,,16195,,,
온두라스,아  연  광(MT),수입물량,수입 실적,,14963,,,
우루과이,합계(MT),수입%,수입 실적,,7,,-32.5228,-55.7658
우루과이,합계(MT),수입금액,수입 실적,,25211,,-32.5228,-55.7658
우루과이,합계(MT),수입물량,수입 실적,,3,,-32.5228,-55.7658
우루과이,은      광(Kg),수입%,수입 실적,,7,,-32.5228,-55.7658
우루과이,은      광(Kg),수입금액,수입 실적,,25193,,-32.5228,-55.7658
우루과이,은      광(Kg),수입물량,수입 실적,,3148,,-32.5228,-55.7658
우루과이,철      광(MT),수입%,수입 실적,,0,,-32.5228,-55.7658
우루과이,철      광(MT),수입금액,수입 실적,,10,,-32.5228,-55.7658
우루과이,철      광(MT),수입물량,수입 실적,,0,,-32.5228,-55.7658
우루과이,기타비금속(MT),수입%,수입 실적,,0,,-32.5228,-55.7658
우루과이,기타비금속(MT),수입금액,수입 실적,,8,,-32.5228,-55.7658
우루과이,기타비금속(MT),수입물량,수입 실적,,0,,-32.5228,-55.7658
우즈베키스탄,석 재(MT),수입%,수입 실적,,0,,,
우즈베키스탄,석 재(MT),수입금액,수입 실적,,0,,,
우즈베키스탄,석 재(MT),수입물량,수입 실적,,0,,,
우즈베키스탄,합계(MT),수입%,수입 실적,,0,,,
우즈베키스탄,합계(MT),수입금액,수입 실적,,0,,,
우즈베키스탄,합계(MT),수입물량,수입 실적,,0,,,
우즈베키스탄,활      석(MT),수입%,수입 실적,,0,,,
우즈베키스탄,활      석(MT),수입금액,수입 실적,,0,,,
우즈베키스탄,활      석(MT),수입물량,수입 실적,,0,,,
우즈베키스탄,고  령  토(MT),수입%,수입 실적,,0,,,
우즈베키스탄,고  령  토(MT),수입금액,수입 실적,,0,,,
우즈베키스탄,고  령  토(MT),수입물량,수입 실적,,0,,,
우즈베키스탄,규  조  토(MT),수입%,수입 실적,,0,,,
우즈베키스탄,규  조  토(MT),수입금액,수입 실적,,0,,,
우즈베키스탄,규  조  토(MT),수입물량,수입 실적,,0,,,
우즈베키스탄,운      모(MT),수입%,수입 실적,,0,,,
우즈베키스탄,운      모(MT),수입금액,수입 실적,,0,,,
우즈베키스탄,운      모(MT),수입물량,수입 실적,,0,,,
우즈베키스탄,중  정  석(MT),수입%,수입 실적,,0,,,
우즈베키스탄,중  정  석(MT),수입금액,수입 실적,,0,,,
우즈베키스탄,중  정  석(MT),수입물량,수입 실적,,0,,,
우즈베키스탄,마그네사이트(MT),수입%,수입 실적,,0,,,
우즈베키스탄,마그네사이트(MT),수입금액,수입 실적,,0,,,
우즈베키스탄,마그네사이트(MT),수입물량,수입 실적,,0,,,
우즈베키스탄,석      고(MT),수입%,수입 실적,,0,,,
우즈베키스탄,석      고(MT),수입금액,수입 실적,,0,,,
우즈베키스탄,석      고(MT),수입물량,수입 실적,,0,,,
우즈베키스탄,기타비금속(MT),수입%,수입 실적,,0,,,
우즈베키스탄,기타비금속(MT),수입금액,수입 실적,,0,,,
우즈베키스탄,기타비금속(MT),수입물량,수입 실적,,0,,,
우크라이나,석 재(MT),수입%,수입 실적,,0,,48.3794,31.1656
우크라이나,석 재(MT),수입금액,수입 실적,,0,,48.3794,31.1656
우크라이나,석 재(MT),수입물량,수입 실적,,0,,48.3794,31.1656
우크라이나,합계(MT),수입%,수입 실적,,1,,48.3794,31.1656
우크라이나,합계(MT),수입금액,수입 실적,,563,,48.3794,31.1656
우크라이나,합계(MT),수입물량,수입 실적,,256,,48.3794,31.1656
우크라이나,철      광(MT),수입%,수입 실적,,0,,48.3794,31.1656
우크라이나,철      광(MT),수입금액,수입 실적,,0,,48.3794,31.1656
우크라이나,철      광(MT),수입물량,수입 실적,,0,,48.3794,31.1656
우크라이나,티 타 늄광(MT),수입%,수입 실적,,1,,48.3794,31.1656
우크라이나,티 타 늄광(MT),수입금액,수입 실적,,563,,48.3794,31.1656
우크라이나,티 타 늄광(MT),수입물량,수입 실적,,256,,48.3794,31.1656
우크라이나,유  연  탄(MT),수입%,수입 실적,,0,,48.3794,31.1656
우크라이나,유  연  탄(MT),수입금액,수입 실적,,0,,48.3794,31.1656
우크라이나,유  연  탄(MT),수입물량,수입 실적,,0,,48.3794,31.1656
이라크,석 재(MT),수입%,수입 실적,,0,,33.3152,44.3661
이라크,석 재(MT),수입금액,수입 실적,,0,,33.3152,44.3661
이라크,석 재(MT),수입물량,수입 실적,,0,,33.3152,44.3661
이라크,합계(MT),수입%,수입 실적,,0,,33.3152,44.3661
이라크,합계(MT),수입금액,수입 실적,,0,,33.3152,44.3661
이라크,합계(MT),수입물량,수입 실적,,0,,33.3152,44.3661
이라크,규  조  토(MT),수입%,수입 실적,,0,,33.3152,44.3661
이라크,규  조  토(MT),수입금액,수입 실적,,0,,33.3152,44.3661
이라크,규  조  토(MT),수입물량,수입 실적,,0,,33.3152,44.3661
이란,석 재(MT),수입%,수입 실적,,0,,32.4279,53.688
이란,석 재(MT),수입금액,수입 실적,,24,,32.4279,53.688
이란,석 재(MT),수입물량,수입 실적,,38,,32.4279,53.688
이란,합계(MT),수입%,수입 실적,,0,,32.4279,53.688
이란,합계(MT),수입금액,수입 실적,,149,,32.4279,53.688
이란,합계(MT),수입물량,수입 실적,,1051,,32.4279,53.688
이란,고  령  토(MT),수입%,수입 실적,,0,,32.4279,53.688
이란,고  령  토(MT),수입금액,수입 실적,,124,,32.4279,53.688
이란,고  령  토(MT),수입물량,수입 실적,,1013,,32.4279,53.688
이란,규  조  토(MT),수입%,수입 실적,,0,,32.4279,53.688
이란,규  조  토(MT),수입금액,수입 실적,,1,,32.4279,53.688
이란,규  조  토(MT),수입물량,수입 실적,,0,,32.4279,53.688
이란,석      고(MT),수입%,수입 실적,,0,,32.4279,53.688
이란,석      고(MT),수입금액,수입 실적,,0,,32.4279,53.688
이란,석      고(MT),수입물량,수입 실적,,0,,32.4279,53.688
이스라엘,석 재(MT),수입%,수입 실적,,0,,31.0461,34.8516
이스라엘,석 재(MT),수입금액,수입 실적,,6,,31.0461,34.8516
이스라엘,석 재(MT),수입물량,수입 실적,,0,,31.0461,34.8516
이스라엘,합계(MT),수입%,수입 실적,,1,,31.0461,34.8516
이스라엘,합계(MT),수입금액,수입 실적,,588,,31.0461,34.8516
이스라엘,합계(MT),수입물량,수입 실적,,134,,31.0461,34.8516
이스라엘,운      모(MT),수입%,수입 실적,,0,,31.0461,34.8516
이스라엘,운      모(MT),수입금액,수입 실적,,0,,31.0461,34.8516
이스라엘,운      모(MT),수입물량,수입 실적,,0,,31.0461,34.8516
이스라엘,마그네사이트(MT),수입%,수입 실적,,1,,31.0461,34.8516
이스라엘,마그네사이트(MT),수입금액,수입 실적,,428,,31.0461,34.8516
이스라엘,마그네사이트(MT),수입물량,수입 실적,,134,,31.0461,34.8516
이스라엘,석      고(MT),수입%,수입 실적,,0,,31.0461,34.8516
이스라엘,석      고(MT),수입금액,수입 실적,,0,,31.0461,34.8516
이스라엘,석      고(MT),수입물량,수입 실적,,0,,31.0461,34.8516
이스라엘,금  강  석(Kg),수입%,수입 실적,,0,,31.0461,34.8516
이스라엘,금  강  석(Kg),수입금액,수입 실적,,154,,31.0461,34.8516
이스라엘,금  강  석(Kg),수입물량,수입 실적,,3,,31.0461,34.8516
이집트,석 재(MT),수입%,수입 실적,,3,,26.8206,30.8025
이집트,석 재(MT),수입금액,수입 실적,,17992,,26.8206,30.8025
이집트,석 재(MT),수입물량,수입 실적,,182350,,26.8206,30.8025
이집트,합계(MT),수입%,수입 실적,,5,,26.8206,30.8025
이집트,합계(MT),수입금액,수입 실적,,19394,,26.8206,30.8025
이집트,합계(MT),수입물량,수입 실적,,196719,,26.8206,30.8025
이집트,티 타 늄광(MT),수입%,수입 실적,,0,,26.8206,30.8025
이집트,티 타 늄광(MT),수입금액,수입 실적,,0,,26.8206,30.8025
이집트,티 타 늄광(MT),수입물량,수입 실적,,0,,26.8206,30.8025
이집트,활      석(MT),수입%,수입 실적,,0,,26.8206,30.8025
이집트,활      석(MT),수입금액,수입 실적,,0,,26.8206,30.8025
이집트,활      석(MT),수입물량,수입 실적,,0,,26.8206,30.8025
이집트,고  령  토(MT),수입%,수입 실적,,0,,26.8206,30.8025
이집트,고  령  토(MT),수입금액,수입 실적,,0,,26.8206,30.8025
이집트,고  령  토(MT),수입물량,수입 실적,,0,,26.8206,30.8025
이집트,석  회  석(MT),수입%,수입 실적,,0,,26.8206,30.8025
이집트,석  회  석(MT),수입금액,수입 실적,,0,,26.8206,30.8025
이집트,석  회  석(MT),수입물량,수입 실적,,0,,26.8206,30.8025
이집트,규      사(MT),수입%,수입 실적,,2,,26.8206,30.8025
이집트,규      사(MT),수입금액,수입 실적,,999,,26.8206,30.8025
이집트,규      사(MT),수입물량,수입 실적,,12085,,26.8206,30.8025
이집트,인  광  석(MT),수입%,수입 실적,,0,,26.8206,30.8025
이집트,인  광  석(MT),수입금액,수입 실적,,399,,26.8206,30.8025
이집트,인  광  석(MT),수입물량,수입 실적,,2235,,26.8206,30.8025
이집트,마그네사이트(MT),수입%,수입 실적,,0,,26.8206,30.8025
이집트,마그네사이트(MT),수입금액,수입 실적,,0,,26.8206,30.8025
이집트,마그네사이트(MT),수입물량,수입 실적,,0,,26.8206,30.8025
이집트,석      고(MT),수입%,수입 실적,,0,,26.8206,30.8025
이집트,석      고(MT),수입금액,수입 실적,,4,,26.8206,30.8025
이집트,석      고(MT),수입물량,수입 실적,,48,,26.8206,30.8025
이탈리아,석 재(MT),수입%,수입 실적,,3,,41.8719,12.5674
이탈리아,석 재(MT),수입금액,수입 실적,,20578,,41.8719,12.5674
이탈리아,석 재(MT),수입물량,수입 실적,,7103,,41.8719,12.5674
이탈리아,합계(MT),수입%,수입 실적,,11,,41.8719,12.5674
이탈리아,합계(MT),수입금액,수입 실적,,22181,,41.8719,12.5674
이탈리아,합계(MT),수입물량,수입 실적,,9696,,41.8719,12.5674
이탈리아,몰리브덴광(MT),수입%,수입 실적,,0,,41.8719,12.5674
이탈리아,몰리브덴광(MT),수입금액,수입 실적,,0,,41.8719,12.5674
이탈리아,몰리브덴광(MT),수입물량,수입 실적,,0,,41.8719,12.5674
이탈리아,알루미늄광(MT),수입%,수입 실적,,0,,41.8719,12.5674
이탈리아,알루미늄광(MT),수입금액,수입 실적,,0,,41.8719,12.5674
이탈리아,알루미늄광(MT),수입물량,수입 실적,,0,,41.8719,12.5674
이탈리아,토상  흑연(MT),수입%,수입 실적,,0,,41.8719,12.5674
이탈리아,토상  흑연(MT),수입금액,수입 실적,,2,,41.8719,12.5674
이탈리아,토상  흑연(MT),수입물량,수입 실적,,0,,41.8719,12.5674
이탈리아,활      석(MT),수입%,수입 실적,,0,,41.8719,12.5674
이탈리아,활      석(MT),수입금액,수입 실적,,103,,41.8719,12.5674
이탈리아,활      석(MT),수입물량,수입 실적,,65,,41.8719,12.5674
이탈리아,장      석(MT),수입%,수입 실적,,4,,41.8719,12.5674
이탈리아,장      석(MT),수입금액,수입 실적,,58,,41.8719,12.5674
이탈리아,장      석(MT),수입물량,수입 실적,,121,,41.8719,12.5674
이탈리아,고  령  토(MT),수입%,수입 실적,,0,,41.8719,12.5674
이탈리아,고  령  토(MT),수입금액,수입 실적,,0,,41.8719,12.5674
이탈리아,고  령  토(MT),수입물량,수입 실적,,0,,41.8719,12.5674
이탈리아,석  회  석(MT),수입%,수입 실적,,1,,41.8719,12.5674
이탈리아,석  회  석(MT),수입금액,수입 실적,,607,,41.8719,12.5674
이탈리아,석  회  석(MT),수입물량,수입 실적,,2057,,41.8719,12.5674
이탈리아,규      석(MT),수입%,수입 실적,,0,,41.8719,12.5674
이탈리아,규      석(MT),수입금액,수입 실적,,71,,41.8719,12.5674
이탈리아,규      석(MT),수입물량,수입 실적,,117,,41.8719,12.5674
이탈리아,규      사(MT),수입%,수입 실적,,0,,41.8719,12.5674
이탈리아,규      사(MT),수입금액,수입 실적,,7,,41.8719,12.5674
이탈리아,규      사(MT),수입물량,수입 실적,,12,,41.8719,12.5674
이탈리아,규  조  토(MT),수입%,수입 실적,,2,,41.8719,12.5674
이탈리아,규  조  토(MT),수입금액,수입 실적,,661,,41.8719,12.5674
이탈리아,규  조  토(MT),수입물량,수입 실적,,155,,41.8719,12.5674
이탈리아,규  회  석(MT),수입%,수입 실적,,0,,41.8719,12.5674
이탈리아,규  회  석(MT),수입금액,수입 실적,,0,,41.8719,12.5674
이탈리아,규  회  석(MT),수입물량,수입 실적,,0,,41.8719,12.5674
이탈리아,운      모(MT),수입%,수입 실적,,0,,41.8719,12.5674
이탈리아,운      모(MT),수입금액,수입 실적,,21,,41.8719,12.5674
이탈리아,운      모(MT),수입물량,수입 실적,,9,,41.8719,12.5674
이탈리아,마그네사이트(MT),수입%,수입 실적,,0,,41.8719,12.5674
이탈리아,마그네사이트(MT),수입금액,수입 실적,,43,,41.8719,12.5674
이탈리아,마그네사이트(MT),수입물량,수입 실적,,20,,41.8719,12.5674
이탈리아,석      고(MT),수입%,수입 실적,,0,,41.8719,12.5674
이탈리아,석      고(MT),수입금액,수입 실적,,2,,41.8719,12.5674
이탈리아,석      고(MT),수입물량,수입 실적,,2,,41.8719,12.5674
이탈리아,명  반  석(MT),수입%,수입 실적,,0,,41.8719,12.5674
이탈리아,명  반  석(MT),수입금액,수입 실적,,0,,41.8719,12.5674
이탈리아,명  반  석(MT),수입물량,수입 실적,,0,,41.8719,12.5674
이탈리아,금  강  석(Kg),수입%,수입 실적,,0,,41.8719,12.5674
이탈리아,금  강  석(Kg),수입금액,수입 실적,,5,,41.8719,12.5674
이탈리아,금  강  석(Kg),수입물량,수입 실적,,0,,41.8719,12.5674
이탈리아,기타비금속(MT),수입%,수입 실적,,0,,41.8719,12.5674
이탈리아,기타비금속(MT),수입금액,수입 실적,,0,,41.8719,12.5674
이탈리아,기타비금속(MT),수입물량,수입 실적,,0,,41.8719,12.5674
이탈리아,토      탄(MT),수입%,수입 실적,,0,,41.8719,12.5674
이탈리아,토      탄(MT),수입금액,수입 실적,,23,,41.8719,12.5674
이탈리아,토      탄(MT),수입물량,수입 실적,,35,,41.8719,12.5674
인도,석 재(MT),수입%,수입 실적,,2,,20.5937,78.9629
인도,석 재(MT),수입금액,수입 실적,,9508,,20.5937,78.9629
인도,석 재(MT),수입물량,수입 실적,,17924,,20.5937,78.9629
인도,합계(MT),수입%,수입 실적,,227,,20.5937,78.9629
인도,합계(MT),수입금액,수입 실적,,152225,,20.5937,78.9629
인도,합계(MT),수입물량,수입 실적,,408860,,20.5937,78.9629
인도,금      광(Kg),수입%,수입 실적,,1,,20.5937,78.9629
인도,금      광(Kg),수입금액,수입 실적,,913,,20.5937,78.9629
인도,금      광(Kg),수입물량,수입 실적,,15,,20.5937,78.9629
인도,동      광(MT),수입%,수입 실적,,0,,20.5937,78.9629
인도,동      광(MT),수입금액,수입 실적,,13270,,20.5937,78.9629
인도,동      광(MT),수입물량,수입 실적,,4825,,20.5937,78.9629
인도,아  연  광(MT),수입%,수입 실적,,0,,20.5937,78.9629
인도,아  연  광(MT),수입금액,수입 실적,,2954,,20.5937,78.9629
인도,아  연  광(MT),수입물량,수입 실적,,21564,,20.5937,78.9629
인도,철      광(MT),수입%,수입 실적,,0,,20.5937,78.9629
인도,철      광(MT),수입금액,수입 실적,,24760,,20.5937,78.9629
인도,철      광(MT),수입물량,수입 실적,,160547,,20.5937,78.9629
인도,텅 스 텐광(MT),수입%,수입 실적,,0,,20.5937,78.9629
인도,텅 스 텐광(MT),수입금액,수입 실적,,0,,20.5937,78.9629
인도,텅 스 텐광(MT),수입물량,수입 실적,,0,,20.5937,78.9629
인도,니      켈(MT),수입%,수입 실적,,0,,20.5937,78.9629
인도,니      켈(MT),수입금액,수입 실적,,0,,20.5937,78.9629
인도,니      켈(MT),수입물량,수입 실적,,0,,20.5937,78.9629
인도,코  발  트(MT),수입%,수입 실적,,0,,20.5937,78.9629
인도,코  발  트(MT),수입금액,수입 실적,,0,,20.5937,78.9629
인도,코  발  트(MT),수입물량,수입 실적,,0,,20.5937,78.9629
인도,티 타 늄광(MT),수입%,수입 실적,,26,,20.5937,78.9629
인도,티 타 늄광(MT),수입금액,수입 실적,,13231,,20.5937,78.9629
인도,티 타 늄광(MT),수입물량,수입 실적,,31406,,20.5937,78.9629
인도,알루미늄광(MT),수입%,수입 실적,,0,,20.5937,78.9629
인도,알루미늄광(MT),수입금액,수입 실적,,34,,20.5937,78.9629
인도,알루미늄광(MT),수입물량,수입 실적,,330,,20.5937,78.9629
인도,기타  금속(MT),수입%,수입 실적,,0,,20.5937,78.9629
인도,기타  금속(MT),수입금액,수입 실적,,0,,20.5937,78.9629
인도,기타  금속(MT),수입물량,수입 실적,,0,,20.5937,78.9629
인도,토상  흑연(MT),수입%,수입 실적,,0,,20.5937,78.9629
인도,토상  흑연(MT),수입금액,수입 실적,,0,,20.5937,78.9629
인도,토상  흑연(MT),수입물량,수입 실적,,0,,20.5937,78.9629
인도,활      석(MT),수입%,수입 실적,,8,,20.5937,78.9629
인도,활      석(MT),수입금액,수입 실적,,2944,,20.5937,78.9629
인도,활      석(MT),수입물량,수입 실적,,16151,,20.5937,78.9629
인도,납      석(MT),수입%,수입 실적,,12,,20.5937,78.9629
인도,납      석(MT),수입금액,수입 실적,,31,,20.5937,78.9629
인도,납      석(MT),수입물량,수입 실적,,240,,20.5937,78.9629
인도,장      석(MT),수입%,수입 실적,,47,,20.5937,78.9629
인도,장      석(MT),수입금액,수입 실적,,623,,20.5937,78.9629
인도,장      석(MT),수입물량,수입 실적,,5432,,20.5937,78.9629
인도,고  령  토(MT),수입%,수입 실적,,4,,20.5937,78.9629
인도,고  령  토(MT),수입금액,수입 실적,,3210,,20.5937,78.9629
인도,고  령  토(MT),수입물량,수입 실적,,41375,,20.5937,78.9629
인도,석  회  석(MT),수입%,수입 실적,,0,,20.5937,78.9629
인도,석  회  석(MT),수입금액,수입 실적,,0,,20.5937,78.9629
인도,석  회  석(MT),수입물량,수입 실적,,0,,20.5937,78.9629
인도,규      석(MT),수입%,수입 실적,,38,,20.5937,78.9629
인도,규      석(MT),수입금액,수입 실적,,7362,,20.5937,78.9629
인도,규      석(MT),수입물량,수입 실적,,59870,,20.5937,78.9629
인도,규      사(MT),수입%,수입 실적,,1,,20.5937,78.9629
인도,규      사(MT),수입금액,수입 실적,,392,,20.5937,78.9629
인도,규      사(MT),수입물량,수입 실적,,8736,,20.5937,78.9629
인도,규  조  토(MT),수입%,수입 실적,,9,,20.5937,78.9629
인도,규  조  토(MT),수입금액,수입 실적,,3923,,20.5937,78.9629
인도,규  조  토(MT),수입물량,수입 실적,,39681,,20.5937,78.9629
인도,유      황(MT),수입%,수입 실적,,0,,20.5937,78.9629
인도,유      황(MT),수입금액,수입 실적,,0,,20.5937,78.9629
인도,유      황(MT),수입물량,수입 실적,,0,,20.5937,78.9629
인도,규  회  석(MT),수입%,수입 실적,,0,,20.5937,78.9629
인도,규  회  석(MT),수입금액,수입 실적,,11,,20.5937,78.9629
인도,규  회  석(MT),수입물량,수입 실적,,7,,20.5937,78.9629
인도,운      모(MT),수입%,수입 실적,,2,,20.5937,78.9629
인도,운      모(MT),수입금액,수입 실적,,552,,20.5937,78.9629
인도,운      모(MT),수입물량,수입 실적,,753,,20.5937,78.9629
인도,중  정  석(MT),수입%,수입 실적,,0,,20.5937,78.9629
인도,중  정  석(MT),수입금액,수입 실적,,0,,20.5937,78.9629
인도,중  정  석(MT),수입물량,수입 실적,,0,,20.5937,78.9629
인도,마그네사이트(MT),수입%,수입 실적,,0,,20.5937,78.9629
인도,마그네사이트(MT),수입금액,수입 실적,,150,,20.5937,78.9629
인도,마그네사이트(MT),수입물량,수입 실적,,18,,20.5937,78.9629
인도,석      고(MT),수입%,수입 실적,,0,,20.5937,78.9629
인도,석      고(MT),수입금액,수입 실적,,3,,20.5937,78.9629
인도,석      고(MT),수입물량,수입 실적,,0,,20.5937,78.9629
인도,불      석(MT),수입%,수입 실적,,0,,20.5937,78.9629
인도,불      석(MT),수입금액,수입 실적,,0,,20.5937,78.9629
인도,불      석(MT),수입물량,수입 실적,,0,,20.5937,78.9629
인도,수      정(MT),수입%,수입 실적,,1,,20.5937,78.9629
인도,수      정(MT),수입금액,수입 실적,,1,,20.5937,78.9629
인도,수      정(MT),수입물량,수입 실적,,0,,20.5937,78.9629
인도,금  강  석(Kg),수입%,수입 실적,,74,,20.5937,78.9629
인도,금  강  석(Kg),수입금액,수입 실적,,68353,,20.5937,78.9629
인도,금  강  석(Kg),수입물량,수입 실적,,577,,20.5937,78.9629
인도,기타비금속(MT),수입%,수입 실적,,0,,20.5937,78.9629
인도,기타비금속(MT),수입금액,수입 실적,,0,,20.5937,78.9629
인도,기타비금속(MT),수입물량,수입 실적,,0,,20.5937,78.9629
인도,유  연  탄(MT),수입%,수입 실적,,0,,20.5937,78.9629
인도,유  연  탄(MT),수입금액,수입 실적,,0,,20.5937,78.9629
인도,유  연  탄(MT),수입물량,수입 실적,,0,,20.5937,78.9629
인도,기타  석탄(MT),수입%,수입 실적,,0,,20.5937,78.9629
인도,기타  석탄(MT),수입금액,수입 실적,,0,,20.5937,78.9629
인도,기타  석탄(MT),수입물량,수입 실적,,0,,20.5937,78.9629
인도네시아,석 재(MT),수입%,수입 실적,,0,,-0.7893,113.9213
인도네시아,석 재(MT),수입금액,수입 실적,,1082,,-0.7893,113.9213
인도네시아,석 재(MT),수입물량,수입 실적,,2375,,-0.7893,113.9213
인도네시아,합계(MT),수입%,수입 실적,,154,,-0.7893,113.9213
인도네시아,합계(MT),수입금액,수입 실적,,4011434,,-0.7893,113.9213
인도네시아,합계(MT),수입물량,수입 실적,,27034364,,-0.7893,113.9213
인도네시아,동      광(MT),수입%,수입 실적,,22,,-0.7893,113.9213
인도네시아,동      광(MT),수입금액,수입 실적,,1304221,,-0.7893,113.9213
인도네시아,동      광(MT),수입물량,수입 실적,,422689,,-0.7893,113.9213
인도네시아,아  연  광(MT),수입%,수입 실적,,0,,-0.7893,113.9213
인도네시아,아  연  광(MT),수입금액,수입 실적,,2569,,-0.7893,113.9213
인도네시아,아  연  광(MT),수입물량,수입 실적,,2525,,-0.7893,113.9213
인도네시아,주  석  광(MT),수입%,수입 실적,,0,,-0.7893,113.9213
인도네시아,주  석  광(MT),수입금액,수입 실적,,0,,-0.7893,113.9213
인도네시아,주  석  광(MT),수입물량,수입 실적,,0,,-0.7893,113.9213
인도네시아,질 코 늄광(MT),수입%,수입 실적,,1,,-0.7893,113.9213
인도네시아,질 코 늄광(MT),수입금액,수입 실적,,126,,-0.7893,113.9213
인도네시아,질 코 늄광(MT),수입물량,수입 실적,,60,,-0.7893,113.9213
인도네시아,알루미늄광(MT),수입%,수입 실적,,0,,-0.7893,113.9213
인도네시아,알루미늄광(MT),수입금액,수입 실적,,0,,-0.7893,113.9213
인도네시아,알루미늄광(MT),수입물량,수입 실적,,0,,-0.7893,113.9213
인도네시아,게르마늄광(MT),수입%,수입 실적,,0,,-0.7893,113.9213
인도네시아,게르마늄광(MT),수입금액,수입 실적,,0,,-0.7893,113.9213
인도네시아,게르마늄광(MT),수입물량,수입 실적,,0,,-0.7893,113.9213
인도네시아,토상  흑연(MT),수입%,수입 실적,,0,,-0.7893,113.9213
인도네시아,토상  흑연(MT),수입금액,수입 실적,,0,,-0.7893,113.9213
인도네시아,토상  흑연(MT),수입물량,수입 실적,,0,,-0.7893,113.9213
인도네시아,활      석(MT),수입%,수입 실적,,0,,-0.7893,113.9213
인도네시아,활      석(MT),수입금액,수입 실적,,0,,-0.7893,113.9213
인도네시아,활      석(MT),수입물량,수입 실적,,0,,-0.7893,113.9213
인도네시아,납      석(MT),수입%,수입 실적,,0,,-0.7893,113.9213
인도네시아,납      석(MT),수입금액,수입 실적,,0,,-0.7893,113.9213
인도네시아,납      석(MT),수입물량,수입 실적,,0,,-0.7893,113.9213
인도네시아,장      석(MT),수입%,수입 실적,,0,,-0.7893,113.9213
인도네시아,장      석(MT),수입금액,수입 실적,,0,,-0.7893,113.9213
인도네시아,장      석(MT),수입물량,수입 실적,,0,,-0.7893,113.9213
인도네시아,고  령  토(MT),수입%,수입 실적,,1,,-0.7893,113.9213
